

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

   620.00000 -0.143721E+03  0.132907E+03 -0.143731E+03  0.115133E+03 -0.259476E+02   -768.129   -562.538   -276.764     620
   621.00000 -0.148581E+03  0.133176E+03 -0.148591E+03  0.115401E+03 -0.259997E+02    -65.557    -97.697   -283.482     621
   622.00000 -0.148711E+03  0.133248E+03 -0.148721E+03  0.115474E+03 -0.260480E+02   -149.240   -147.663   -287.949     622
   623.00000 -0.149101E+03  0.133300E+03 -0.149111E+03  0.115526E+03 -0.260990E+02   -150.054   -156.051   -273.834     623
   624.00000 -0.149741E+03  0.133402E+03 -0.149751E+03  0.115628E+03 -0.261650E+02   -139.950   -150.492   -244.328     624
   625.00000 -0.149741E+03  0.133472E+03 -0.149751E+03  0.115697E+03 -0.262585E+02   -184.623   -175.856   -221.465     625
   626.00000 -0.149708E+03  0.133685E+03 -0.149720E+03  0.115911E+03 -0.263823E+02   -215.686   -199.828   -207.090     626
   627.00000 -0.149652E+03  0.133885E+03 -0.149663E+03  0.116111E+03 -0.265183E+02   -247.670   -224.536   -199.968     627
   628.00000 -0.149608E+03  0.134077E+03 -0.149619E+03  0.116302E+03 -0.266575E+02   -273.845   -245.908   -199.642     628
   629.00000 -0.149608E+03  0.134205E+03 -0.149617E+03  0.116430E+03 -0.267928E+02   -286.392   -261.474   -201.764     629
   630.00000 -0.149608E+03  0.134338E+03 -0.149618E+03  0.116564E+03 -0.269222E+02   -294.946   -271.065   -205.548     630
   631.00000 -0.149836E+03  0.134469E+03 -0.149846E+03  0.116694E+03 -0.270479E+02   -245.581   -256.428   -209.876     631
   632.00000 -0.149840E+03  0.134611E+03 -0.149850E+03  0.116837E+03 -0.271664E+02   -288.897   -271.869   -214.768     632
   633.00000 -0.149815E+03  0.134797E+03 -0.149826E+03  0.117023E+03 -0.272771E+02   -322.530   -292.487   -219.502     633
   634.00000 -0.151455E+03  0.134860E+03 -0.151465E+03  0.117086E+03 -0.273818E+02   -122.530   -165.046   -224.099     634
   635.00000 -0.151465E+03  0.134947E+03 -0.151476E+03  0.117173E+03 -0.274803E+02   -198.456   -193.659   -227.292     635
   636.00000 -0.151465E+03  0.135029E+03 -0.151475E+03  0.117255E+03 -0.275783E+02   -224.172   -214.275   -225.769     636
   637.00000 -0.151461E+03  0.135158E+03 -0.151471E+03  0.117383E+03 -0.276809E+02   -244.471   -231.019   -222.998     637
   638.00000 -0.151392E+03  0.135335E+03 -0.151403E+03  0.117561E+03 -0.277862E+02   -283.970   -255.866   -221.442     638
   639.00000 -0.151337E+03  0.135519E+03 -0.151348E+03  0.117745E+03 -0.278910E+02   -313.362   -278.389   -222.267     639
   640.00000 -0.151337E+03  0.135706E+03 -0.151348E+03  0.117931E+03 -0.279924E+02   -325.445   -295.115   -224.347     640
   641.00000 -0.151309E+03  0.135848E+03 -0.151320E+03  0.118074E+03 -0.280890E+02   -358.365   -317.170   -227.439     641
   642.00000 -0.154159E+03  0.135868E+03 -0.154170E+03  0.118093E+03 -0.281828E+02    -87.204   -119.556   -231.136     642
   643.00000 -0.154739E+03  0.135965E+03 -0.154750E+03  0.118190E+03 -0.282725E+02   -131.813   -138.581   -231.527     643
   644.00000 -0.154681E+03  0.136130E+03 -0.154692E+03  0.118356E+03 -0.283767E+02   -184.787   -172.828   -216.848     644
   645.00000 -0.154627E+03  0.136271E+03 -0.154637E+03  0.118497E+03 -0.285066E+02   -213.108   -196.163   -202.905     645
   646.00000 -0.154606E+03  0.136428E+03 -0.154617E+03  0.118653E+03 -0.286490E+02   -232.201   -214.676   -195.601     646
   647.00000 -0.154526E+03  0.136573E+03 -0.154536E+03  0.118799E+03 -0.287946E+02   -263.647   -235.857   -195.090     647
   648.00000 -0.154451E+03  0.136717E+03 -0.154461E+03  0.118942E+03 -0.289369E+02   -288.217   -254.760   -197.042     648
   649.00000 -0.154537E+03  0.136870E+03 -0.154548E+03  0.119096E+03 -0.290762E+02   -267.489   -257.564   -200.342     649
   650.00000 -0.154452E+03  0.137007E+03 -0.154462E+03  0.119233E+03 -0.292083E+02   -319.375   -279.466   -205.123     650
   651.00000 -0.154360E+03  0.137138E+03 -0.154370E+03  0.119364E+03 -0.293320E+02   -354.978   -301.215   -210.387     651
   652.00000 -0.154292E+03  0.137275E+03 -0.154302E+03  0.119501E+03 -0.294479E+02   -377.393   -319.984   -215.871     652
   653.00000 -0.154215E+03  0.137396E+03 -0.154225E+03  0.119622E+03 -0.295533E+02   -412.558   -340.918   -221.551     653
   654.00000 -0.154167E+03  0.137516E+03 -0.154177E+03  0.119742E+03 -0.296503E+02   -424.363   -355.439   -227.266     654
   655.00000 -0.154134E+03  0.137665E+03 -0.154145E+03  0.119890E+03 -0.297388E+02   -434.310   -368.245   -232.998     655
   656.00000 -0.154534E+03  0.137727E+03 -0.154545E+03  0.119952E+03 -0.298224E+02   -257.660   -304.751   -238.796     656
   657.00000 -0.154489E+03  0.137844E+03 -0.154500E+03  0.120070E+03 -0.298975E+02   -347.624   -323.409   -245.401     657
   658.00000 -0.154423E+03  0.137930E+03 -0.154434E+03  0.120156E+03 -0.299676E+02   -391.177   -344.689   -251.616     658
   659.00000 -0.154331E+03  0.138023E+03 -0.154342E+03  0.120249E+03 -0.300345E+02   -447.452   -369.772   -257.152     659
   660.00000 -0.154255E+03  0.138113E+03 -0.154266E+03  0.120339E+03 -0.300974E+02   -481.754   -391.631   -262.269     660
   661.00000 -0.154177E+03  0.138210E+03 -0.154187E+03  0.120435E+03 -0.301573E+02   -526.105   -414.325   -267.236     661
   662.00000 -0.154177E+03  0.138239E+03 -0.154186E+03  0.120464E+03 -0.302143E+02   -486.202   -420.063   -272.165     662
   663.00000 -0.154174E+03  0.138318E+03 -0.154185E+03  0.120543E+03 -0.302684E+02   -466.074   -414.440   -277.025     663
   664.00000 -0.154174E+03  0.138354E+03 -0.154184E+03  0.120580E+03 -0.303195E+02   -468.114   -421.412   -281.835     664
   665.00000 -0.154174E+03  0.138384E+03 -0.154183E+03  0.120609E+03 -0.303678E+02   -459.184   -418.575   -286.539     665
   666.00000 -0.154157E+03  0.138447E+03 -0.154167E+03  0.120672E+03 -0.304134E+02   -467.895   -421.546   -291.149     666
   667.00000 -0.154142E+03  0.138538E+03 -0.154152E+03  0.120763E+03 -0.304562E+02   -478.350   -429.751   -295.650     667
   668.00000 -0.154152E+03  0.138623E+03 -0.154162E+03  0.120849E+03 -0.304975E+02   -473.169   -436.772   -300.139     668
   669.00000 -0.154392E+03  0.138731E+03 -0.154402E+03  0.120957E+03 -0.305360E+02   -341.816   -400.101   -304.723     669
   670.00000 -0.154392E+03  0.138784E+03 -0.154402E+03  0.121009E+03 -0.305723E+02   -418.452   -407.532   -310.247     670
   671.00000 -0.155080E+03  0.138852E+03 -0.155090E+03  0.121078E+03 -0.306074E+02   -216.788   -309.612   -315.334     671
   672.00000 -0.155090E+03  0.138892E+03 -0.155100E+03  0.121117E+03 -0.306414E+02   -305.311   -316.967   -320.039     672
   673.00000 -0.155039E+03  0.138960E+03 -0.155049E+03  0.121185E+03 -0.306742E+02   -362.375   -342.809   -324.062     673
   674.00000 -0.155037E+03  0.139014E+03 -0.155048E+03  0.121239E+03 -0.307061E+02   -370.590   -355.672   -327.059     674
   675.00000 -0.155184E+03  0.139095E+03 -0.155195E+03  0.121321E+03 -0.307376E+02   -321.845   -347.012   -329.433     675
   676.00000 -0.155270E+03  0.139159E+03 -0.155280E+03  0.121384E+03 -0.307685E+02   -331.287   -345.895   -331.158     676
   677.00000 -0.156210E+03  0.139194E+03 -0.156220E+03  0.121420E+03 -0.307992E+02   -173.053   -243.716   -332.584     677
   678.00000 -0.157050E+03  0.139212E+03 -0.157060E+03  0.121438E+03 -0.308295E+02   -155.262   -195.684   -333.673     678
   679.00000 -0.156992E+03  0.139262E+03 -0.157003E+03  0.121488E+03 -0.308597E+02   -230.617   -226.596   -332.979     679
   680.00000 -0.156975E+03  0.139316E+03 -0.156986E+03  0.121542E+03 -0.308908E+02   -255.912   -247.712   -328.320     680
   681.00000 -0.156975E+03  0.139358E+03 -0.156986E+03  0.121584E+03 -0.309236E+02   -272.780   -263.934   -320.874     681
   682.00000 -0.156975E+03  0.139381E+03 -0.156985E+03  0.121607E+03 -0.309588E+02   -285.827   -275.653   -313.036     682
   683.00000 -0.157655E+03  0.139396E+03 -0.157665E+03  0.121621E+03 -0.309950E+02   -178.232   -219.247   -305.822     683
   684.00000 -0.157725E+03  0.139413E+03 -0.157735E+03  0.121639E+03 -0.310334E+02   -227.300   -230.896   -300.736     684
   685.00000 -0.157700E+03  0.139454E+03 -0.157710E+03  0.121680E+03 -0.310753E+02   -259.017   -249.192   -295.330     685
   686.00000 -0.157646E+03  0.139487E+03 -0.157656E+03  0.121713E+03 -0.311210E+02   -285.804   -267.625   -289.715     686
   687.00000 -0.157698E+03  0.139552E+03 -0.157708E+03  0.121778E+03 -0.311693E+02   -279.215   -274.689   -284.512     687
   688.00000 -0.157629E+03  0.139573E+03 -0.157639E+03  0.121799E+03 -0.312204E+02   -317.095   -290.666   -280.764     688
   689.00000 -0.157576E+03  0.139597E+03 -0.157586E+03  0.121822E+03 -0.312733E+02   -331.248   -302.498   -278.626     689
   690.00000 -0.157522E+03  0.139629E+03 -0.157532E+03  0.121855E+03 -0.313270E+02   -346.858   -314.561   -277.613     690
   691.00000 -0.157772E+03  0.139651E+03 -0.157782E+03  0.121877E+03 -0.313808E+02   -259.158   -285.627   -277.458     691
   692.00000 -0.157772E+03  0.139717E+03 -0.157783E+03  0.121943E+03 -0.314343E+02   -304.055   -296.191   -278.152     692
   693.00000 -0.157766E+03  0.139787E+03 -0.157776E+03  0.122013E+03 -0.314872E+02   -324.446   -308.824   -279.244     693
   694.00000 -0.158046E+03  0.139807E+03 -0.158056E+03  0.122033E+03 -0.315395E+02   -248.766   -279.677   -280.441     694
   695.00000 -0.158046E+03  0.139829E+03 -0.158056E+03  0.122055E+03 -0.315910E+02   -293.581   -288.547   -281.715     695
   696.00000 -0.157985E+03  0.139841E+03 -0.157995E+03  0.122066E+03 -0.316417E+02   -325.619   -302.556   -282.842     696
   697.00000 -0.157922E+03  0.139853E+03 -0.157932E+03  0.122078E+03 -0.316918E+02   -347.323   -316.157   -283.827     697
   698.00000 -0.158300E+03  0.139875E+03 -0.158310E+03  0.122100E+03 -0.317414E+02   -233.538   -274.022   -284.756     698
   699.00000 -0.158868E+03  0.139899E+03 -0.158878E+03  0.122124E+03 -0.317905E+02   -188.309   -229.462   -285.720     699
   700.00000 -0.159171E+03  0.139924E+03 -0.159181E+03  0.122150E+03 -0.318390E+02   -200.782   -221.535   -286.411     700
   701.00000 -0.160131E+03  0.139945E+03 -0.160141E+03  0.122171E+03 -0.318876E+02   -142.099   -173.535   -285.666     701
   702.00000 -0.160189E+03  0.139970E+03 -0.160199E+03  0.122196E+03 -0.319376E+02   -196.087   -195.785   -281.645     702
   703.00000 -0.160459E+03  0.139998E+03 -0.160469E+03  0.122224E+03 -0.319917E+02   -185.880   -195.611   -272.583     703
   704.00000 -0.160459E+03  0.140019E+03 -0.160469E+03  0.122244E+03 -0.320531E+02   -220.370   -213.185   -261.112     704
   705.00000 -0.160469E+03  0.140038E+03 -0.160479E+03  0.122264E+03 -0.321205E+02   -233.457   -224.927   -250.625     705
   706.00000 -0.160489E+03  0.140065E+03 -0.160499E+03  0.122290E+03 -0.321933E+02   -241.624   -233.281   -242.847     706
   707.00000 -0.160471E+03  0.140087E+03 -0.160481E+03  0.122312E+03 -0.322715E+02   -257.196   -243.376   -238.788     707
   708.00000 -0.160429E+03  0.140097E+03 -0.160439E+03  0.122323E+03 -0.323540E+02   -272.115   -253.755   -236.716     708
   709.00000 -0.160355E+03  0.140099E+03 -0.160365E+03  0.122325E+03 -0.324380E+02   -291.144   -265.688   -235.952     709
   710.00000 -0.160355E+03  0.140123E+03 -0.160366E+03  0.122348E+03 -0.325213E+02   -282.731   -267.349   -236.556     710
   711.00000 -0.162105E+03  0.140130E+03 -0.162116E+03  0.122355E+03 -0.326039E+02   -113.571   -149.640   -237.447     711
   712.00000 -0.163855E+03  0.140136E+03 -0.163866E+03  0.122361E+03 -0.326866E+02    -96.376   -112.662   -235.767     712
   713.00000 -0.164535E+03  0.140145E+03 -0.164546E+03  0.122371E+03 -0.327831E+02   -118.720   -123.844   -217.613     713
   714.00000 -0.164595E+03  0.140152E+03 -0.164606E+03  0.122377E+03 -0.329236E+02   -154.802   -147.583   -186.751     714
   715.00000 -0.164765E+03  0.140161E+03 -0.164776E+03  0.122386E+03 -0.331301E+02   -159.541   -155.653   -169.206     715
   716.00000 -0.164835E+03  0.140183E+03 -0.164846E+03  0.122408E+03 -0.333739E+02   -175.165   -167.517   -162.687     716
   717.00000 -0.165565E+03  0.140196E+03 -0.165576E+03  0.122422E+03 -0.336291E+02   -133.788   -143.428   -161.110     717
   718.00000 -0.167065E+03  0.140202E+03 -0.167076E+03  0.122428E+03 -0.338908E+02    -98.573   -109.491   -157.690     718
   719.00000 -0.167415E+03  0.140232E+03 -0.167426E+03  0.122458E+03 -0.341914E+02   -129.382   -127.243   -145.948     719
   720.00000 -0.167412E+03  0.140255E+03 -0.167423E+03  0.122480E+03 -0.345721E+02   -157.579   -146.827   -138.888     720
   721.00000 -0.167351E+03  0.140259E+03 -0.167362E+03  0.122485E+03 -0.349653E+02   -175.738   -161.399   -139.355     721
   722.00000 -0.167340E+03  0.140277E+03 -0.167351E+03  0.122503E+03 -0.353360E+02   -184.017   -170.914   -142.705     722
   723.00000 -0.167271E+03  0.140279E+03 -0.167281E+03  0.122504E+03 -0.356599E+02   -198.706   -181.903   -147.478     723
   724.00000 -0.167230E+03  0.140294E+03 -0.167240E+03  0.122519E+03 -0.359474E+02   -204.839   -188.846   -152.381     724
   725.00000 -0.167450E+03  0.140300E+03 -0.167460E+03  0.122525E+03 -0.362230E+02   -180.925   -180.550   -158.270     725
   726.00000 -0.167424E+03  0.140315E+03 -0.167435E+03  0.122541E+03 -0.364779E+02   -204.241   -191.034   -163.217     726
   727.00000 -0.167424E+03  0.140328E+03 -0.167435E+03  0.122554E+03 -0.367155E+02   -210.568   -197.855   -167.572     727
   728.00000 -0.167413E+03  0.140349E+03 -0.167424E+03  0.122574E+03 -0.369385E+02   -218.863   -204.996   -171.837     728
   729.00000 -0.167413E+03  0.140365E+03 -0.167424E+03  0.122591E+03 -0.371430E+02   -223.825   -210.494   -176.071     729
   730.00000 -0.167395E+03  0.140383E+03 -0.167405E+03  0.122609E+03 -0.373329E+02   -231.976   -217.006   -180.249     730
end
